Monthly Budget,Food,Electronics,Online Shopping,Monthly Bill,Groceries,Transport,Housing,Miscellaneous,Saving Goal
15103,1340,1834,1401,1179,1812,1364,3817,904,1448
87522,8137,5533,5082,7075,13034,7270,18263,2810,20313
38458,6654,4715,3338,4038,4579,1655,8969,1504,3003
95605,10385,4073,4568,7017,6932,5261,14937,2325,40104
87409,14927,4740,4151,15831,14929,4317,14977,5531,8002
28248,3891,1428,1619,2045,1696,1270,5019,1295,9980
94160,16328,8208,6742,8765,9024,8101,24674,5212,7101
48516,3947,3981,1998,5834,5998,2850,5764,1024,17115
34061,3830,1787,1122,1709,2365,1920,5624,1076,14624
29170,3195,2279,1846,4084,2818,1950,5093,1209,6693
13024,838,419,862,1263,1823,728,3090,287,3711
87214,8291,4443,7410,9694,9666,7193,18411,1982,20119
90947,15017,5740,8049,7601,13098,3186,17115,4291,16845
48803,6036,4093,1458,2517,4577,2042,6248,1748,20080
24296,2675,1625,2195,3788,2033,2000,4394,1395,4188
96829,7243,8951,2465,7979,9609,6482,14429,3324,36342
97708,13888,6248,4111,16191,15856,6797,14461,6202,13951
91664,14962,3673,3990,10188,9809,7902,21772,4475,14889
23257,3352,1171,1474,3050,2821,1245,4606,851,4684
17855,1945,833,637,2266,1697,749,3314,782,5626
90178,11891,10338,4547,7471,6869,7745,16093,2271,22949
25025,2064,2102,1032,3061,1797,1623,3131,570,9642
9458,1228,1249,551,680,1087,609,2025,643,1381
68610,7286,8451,6956,9740,8317,6646,12821,4629,3760
75843,9263,4576,5009,7085,5870,3957,6758,3025,30295
88961,4936,6096,4777,6914,9800,4585,13014,1496,37340
54831,9281,5653,4218,4890,4525,4832,14584,2635,4209
48427,3820,3766,3036,4836,3946,3111,8596,1577,15734
98809,12486,5740,8137,15014,11338,6354,15659,2319,21757
43506,2964,2062,2297,4444,4533,1704,6746,1034,17717
10668,808,681,285,1040,862,691,1285,280,4731
96470,8100,2950,4315,7433,11521,5311,12980,2090,41766
52195,5375,2626,1809,4946,4556,1535,8414,2068,20864
78233,9186,9495,4612,12380,9814,5420,10788,3152,13383
29417,3916,1977,1348,2476,1909,853,3728,989,12218
86982,9867,6855,6642,6576,6853,6312,15141,3503,25230
15751,2614,1002,1557,2886,1697,782,2913,1135,1161
51218,7077,5737,1710,7895,3588,2074,7915,2125,13092
12352,1492,524,402,582,793,730,1652,319,5854
84052,5548,6190,3594,7839,6129,4071,11639,1254,37784
93835,10037,14115,4398,12761,8625,6483,23566,4837,9009
33927,4726,3137,956,4168,2112,1237,3687,844,13057
46094,2836,1318,2791,3503,4329,2823,7966,1507,19018
59122,9726,3643,3472,6559,4569,5352,14015,1605,10176
34493,2872,4236,2995,3090,2657,2227,5660,1706,9044
97247,9438,6951,5390,9564,10046,4398,12651,2831,35975
78539,6661,9557,7134,8527,5233,3804,15209,2967,19443
36707,7135,3406,1374,5570,3731,2730,8365,695,3698
73814,8449,4842,2721,4440,4174,3572,15693,2782,27137
12296,799,317,383,1052,1089,649,1916,427,5659
30398,2218,3047,1101,3005,3248,1519,5228,583,10445
40842,4271,3966,2416,2470,2627,2816,5353,656,16263
18261,3109,758,1676,1728,2480,907,3443,298,3857
81709,12356,5683,10131,9009,8270,4123,19737,1573,10821
61704,4838,4332,4506,6899,5654,1752,9954,2833,20932
72173,8929,6326,3966,7109,8304,3794,16247,3240,14253
36781,3801,1462,2353,2566,2531,1373,5228,749,16074
18652,1922,1251,1054,2000,2520,2156,4437,1347,1961
10103,938,566,647,1260,1210,931,1852,221,2475
30500,4193,1440,2380,1787,4122,2072,6666,866,6970
40529,4115,2624,738,2282,3478,1818,5553,783,19134
23452,2359,2532,1662,3247,3190,1227,6023,419,2788
54393,9276,5849,5000,6472,8314,5024,9754,1741,2960
36174,3065,4410,1622,4948,5139,3901,6666,734,5684
69450,5659,3321,4758,4782,7428,2535,9187,2669,29108
40436,5656,4637,1439,3580,4635,4170,9819,666,5830
52406,5618,7189,5064,8092,6986,2997,7376,780,8300
68059,8692,6532,3603,9955,9572,2160,16843,3317,7381
20954,2576,1048,589,1645,2214,807,3510,768,7793
87722,19806,10794,4506,9992,7110,10266,14038,4089,7116
17356,1447,2232,1447,2130,1393,1369,3333,547,3454
7187,687,308,610,1032,1067,532,1503,173,1272
82243,13736,4168,5297,9458,8603,3427,11528,1362,24658
40098,2921,3562,2708,4338,4711,1224,4333,1113,15184
97471,11337,9121,6380,7093,10403,6584,15486,2817,28246
26225,1636,1331,552,2246,2418,992,4135,613,12298
8606,604,373,412,698,556,177,1379,289,4114
62620,6816,4556,3967,9157,6835,3915,9962,1379,13316
37828,4466,2055,1571,2951,3123,1145,6173,1211,15129
31489,3799,2613,816,2509,3185,1516,4289,715,12043
19387,1461,664,717,2086,1915,1152,2270,359,8759
74463,10561,4507,4518,9471,6815,3979,12902,2973,18733
76832,7423,8075,3106,5056,9210,2966,17262,1548,22182
7591,644,550,617,998,1097,300,1375,206,1799
53516,5195,3411,2938,4909,4892,1679,5272,2062,23154
96683,14966,7397,3446,8203,9522,8913,23190,6216,14827
67061,7877,8684,6539,8235,5996,4676,10612,3853,10586
71736,6869,8993,5206,5171,7777,3430,16609,2064,15614
86257,18342,6723,3396,7272,9580,3235,20541,3911,13253
66753,8143,5282,3855,7041,7358,2976,11005,899,20189
89774,17258,13061,4772,10997,6662,7805,16216,3077,9921
16087,1245,1960,759,2016,2380,684,3665,251,3122
35816,3871,1774,914,1863,3751,1599,4467,1061,16512
28408,3109,2673,2250,2247,2342,2003,4928,1927,6651
5136,603,194,203,476,476,245,776,173,1986
22413,1831,1610,1404,3088,2830,2257,5657,1467,2265
64500,8972,6521,3520,5422,11315,4248,12301,1788,10410
89514,7981,3440,5749,10694,4808,6036,10713,3093,36996
61358,6812,4029,3540,4470,6257,3104,6527,2482,24134
71197,10146,5226,4168,6866,7658,2151,15734,3311,15931
97789,6414,6770,2727,7079,8606,4732,13827,742,46887
97420,9301,7489,2601,4416,8770,4341,11753,3953,44792
37854,3781,1392,1937,2623,2555,2045,4152,1082,18284
81240,6377,7745,3667,11963,7745,5068,15817,1831,19705
95063,17079,10661,3365,9478,8308,7156,22856,2957,13200
21322,3291,897,1102,2377,1943,1656,2641,333,7078
11968,746,383,863,1099,1618,541,1878,550,4286
32518,2765,4507,2427,5264,2972,2463,8142,513,3461
56925,4682,1957,1528,3370,6925,3472,10410,1584,22992
64848,5005,7808,5066,10093,9851,5071,13926,4256,3769
98422,9430,9005,5500,11167,7649,6445,18680,4241,26301
6700,1015,492,488,506,570,421,1596,276,1333
98782,9056,7258,3018,10219,10114,3475,14586,3204,37846
28199,2881,2161,2680,3800,2450,2141,5291,1412,5378
49589,4826,3735,2046,4289,3178,1775,7035,1773,20929
37115,4800,3518,2099,4579,2281,1369,4832,1841,11792
66934,9008,1942,3288,3537,7640,3316,8383,2556,27259
59316,3507,3724,2132,3399,5223,1486,9532,936,29373
10520,1317,806,414,793,830,295,2045,274,3741
41455,5303,941,947,3223,2655,1060,5322,1554,20446
91465,13072,12855,5851,9913,10873,7652,19884,5602,5760
46605,5776,3718,3301,5893,3810,3038,9289,2355,9421
19955,1978,1881,1832,1885,3442,1466,4364,1137,1966
49049,9226,2673,1912,6829,5962,2846,10210,1145,8242
18917,1557,1233,1240,943,1818,656,2947,433,8087
75293,15195,9149,4072,8223,7201,4576,18668,3346,4859
83581,11863,6068,3814,5582,7727,3051,17385,4343,23743
69925,6931,6650,2167,8282,5205,4659,11368,3318,21341
75269,8970,6669,4816,9713,9289,2513,9048,1478,22770
35954,2474,2009,2837,2624,5076,2386,7925,1130,9487
77617,5938,4488,5558,8471,4755,3800,11657,1452,31494
46458,8175,2441,2825,7915,3754,2708,12436,1086,5114
94037,15521,3707,4989,16213,14734,3968,15107,1949,17844
26113,2494,868,1791,2731,1701,1758,4807,1421,8540
95226,11405,8339,5259,6497,7943,4660,12718,4032,34369
48939,4287,5758,4186,4319,5248,3814,8268,1708,11347
34345,3448,1152,1265,2813,2339,1318,5614,1146,15246
51313,5645,2910,3498,5569,5477,3748,9777,2527,12159
97365,10830,4325,3650,11176,11296,5099,23840,4630,22515
74166,15200,9150,5122,10347,9215,3200,12906,4106,4916
52861,8141,4232,2106,3601,5236,2159,8796,2832,15753
54298,5705,3930,3165,3181,6197,1978,8501,1609,20030
52221,7362,4772,4012,8980,4103,4307,9811,3569,5300
49942,4397,5220,1830,8315,5530,2481,10461,2343,9361
8453,783,439,367,952,624,495,1078,317,3394
59935,9780,2944,3731,5773,9476,3153,10905,1304,12865
48370,9353,1728,2455,7976,4391,2839,8698,3250,7677
13328,1690,750,345,847,1381,892,2559,164,4697
20534,2023,2353,1034,2651,2423,1264,4688,1249,2844
90280,6931,3554,4796,4351,8579,4082,13638,3444,40900
89925,8383,5709,6185,14190,13596,4956,21769,6365,8769
41320,2579,4045,1763,4582,3929,1352,6283,1582,15203
54170,6212,2106,4614,7329,7048,2923,6851,2199,14885
85201,8259,2315,2170,8423,7389,5433,9598,3996,37613
13640,1259,1499,1045,1966,1868,610,3125,807,1456
96057,11151,7569,4796,8691,5239,5472,14887,4144,34105
35049,4068,1915,2441,3408,2946,2319,6720,455,10774
10618,957,975,535,931,1329,858,1907,297,2824
61053,8135,5211,3904,3282,7345,4828,8905,2885,16553
6920,530,210,214,803,846,475,959,286,2594
48937,3867,2804,2645,4268,3530,1064,7106,551,23097
74724,13364,7486,4326,6459,12761,7025,14045,2451,6804
17207,2985,2800,1473,1501,1830,1994,3299,310,1011
70774,9411,6516,2133,4166,4216,3533,8543,3054,29199
37972,3274,3125,4236,6866,3075,1663,9646,2337,3746
15799,1397,889,752,926,1594,626,1455,351,7804
76088,10846,3636,2829,6898,7774,3630,11151,4128,25010
33916,4480,1157,1264,1972,4137,1818,5628,1827,11629
75463,15649,6743,5280,8482,6393,7182,12717,2486,10527
98500,16126,10095,4714,13638,9524,7679,18325,2819,15576
81700,10110,5295,3152,9554,7584,5014,10365,2296,28326
42158,2996,2173,2844,2790,3394,1854,5285,1453,19366
89607,6560,6384,4282,5030,4847,3735,10998,3675,44093
76696,10998,8256,6941,11382,8259,7006,11569,1612,10669
66510,9916,7520,4404,10725,5474,5323,13577,2228,7339
63692,13750,2896,5694,7021,8536,5869,12813,2309,4801
66744,4340,5354,3032,3486,3619,3679,11347,2467,29416
20810,2026,2236,985,2961,2325,1357,4034,1081,3800
10126,1648,452,782,1552,947,1085,2877,266,514
35009,5834,2351,1977,5096,3882,1826,7118,1644,5276
95932,16647,11545,8622,8809,6951,5402,13057,5402,19493
5192,369,309,220,436,354,194,667,65,2574
41413,2639,2956,3051,4681,3554,2944,8110,1647,11827
17816,2066,859,1307,2588,2392,1533,4129,405,2532
44082,5107,3849,2796,7108,5601,2448,6745,1578,8845
70048,13832,5390,4532,5410,11192,2988,11385,1402,13914
55940,7432,2758,3360,7769,9511,3967,14866,2981,3293
37130,4439,3296,1671,4145,5751,4089,8185,1435,4115
45142,4023,1735,2932,5154,5010,1634,6752,1519,16379
41468,4960,4413,3921,5892,5357,2632,8262,1711,4317
35698,5883,4363,1597,5205,4535,1717,5223,1680,5491
15655,1123,1164,1378,1465,1861,1375,3147,885,3253
52897,4515,4005,2025,3531,4059,2906,10000,1171,20681
35075,5403,2112,1897,1902,2811,1986,6769,1245,10946
14359,1200,650,775,1271,1711,467,1893,605,5169
47056,5921,4660,1464,3695,4956,2746,8174,1077,14359
56831,5912,2396,1908,8350,5554,2782,7533,2069,20323
64191,11141,3436,4455,8944,6251,5218,20256,1196,3291
38272,2216,2197,1011,3391,3122,1905,5480,1000,17945
19671,2110,1947,790,3036,3199,1428,4647,544,1965
32048,3849,1985,1235,4476,2541,2545,6239,1714,7461
81274,6125,3301,2100,7500,8261,3343,16342,2035,32263
30963,3695,3065,1158,2075,4387,1340,7000,627,7612
48954,3354,2433,2510,3275,3644,3018,5959,1452,23305
77309,9769,3361,5604,7158,9904,5176,12597,3605,20132
5717,677,252,166,513,554,174,725,116,2536
16676,1142,801,566,2017,1472,488,2298,856,6918
9434,550,491,471,754,440,447,1463,177,4636
54810,6319,3530,1193,5453,2979,1544,6343,1852,25593
99636,9561,7179,5214,9310,6542,6155,9188,1234,45250
9994,641,466,349,1369,1351,611,1278,137,3789
9234,1156,439,426,1368,827,791,1774,462,1986
74300,8053,3002,3517,7338,13560,7406,21350,2806,7263
48949,4305,2593,2301,3346,3917,3257,10029,1583,17616
42405,4857,902,2188,2733,4138,1581,4096,1111,20795
39872,5171,2086,1296,3948,2952,2043,5316,2028,15030
47215,4259,1279,2659,3497,3470,2319,7035,600,22093
28185,2449,2270,1370,2322,1830,1890,3490,729,11610
48442,4076,3544,4685,7545,4776,2324,13143,2369,5977
56759,10378,2423,2611,5654,4981,4198,14428,2879,9203
46153,3316,3605,2254,7797,3294,2965,11004,2507,9407
82535,10933,5010,6558,10510,7603,3455,23924,4163,10376
7581,781,764,276,509,949,442,1158,336,2363
56717,5066,2476,3079,2942,3750,1722,9195,753,27731
7763,641,307,401,492,890,572,1036,371,3048
97910,11146,7037,8239,7324,13786,4156,21246,1422,23549
60480,12044,3731,3008,9238,9808,3838,13281,2381,3146
43759,5906,4534,3058,3449,6158,3200,8098,996,8356
81067,5713,8738,4840,9989,9865,6182,11214,1253,23269
30307,4912,1077,2515,2797,3348,1672,7133,912,5937
16064,1766,1917,995,1309,1827,1381,4353,906,1605
81848,8456,4060,6494,10111,7946,3959,17710,2708,20400
42548,6540,1709,4168,4846,5141,2004,8596,2563,6976
41945,3071,1037,2721,3777,2923,1642,6159,1352,19259
52937,6353,6545,3852,5405,6503,4081,13679,1445,5070
11476,2134,891,796,924,1001,1051,3320,528,827
56756,12009,8317,2330,6494,5623,3635,13777,1594,2973
95101,11897,6724,8364,10273,12248,3771,21043,1981,18794
7382,483,370,688,482,604,303,1428,457,2562
54683,4913,4881,1519,5454,3541,3846,8136,1682,20707
92999,8959,9421,4271,11663,7133,5749,18586,3594,23618
50276,4059,4168,3337,3208,3764,2970,8597,2173,17996
38402,4768,4119,1478,6086,3801,2516,6327,1165,8139
96881,13503,5973,4152,6833,9309,5705,12490,4954,33958
31946,3232,1552,3847,5824,3148,1849,8148,2162,2180
84698,8162,4235,7116,11940,6592,3530,19454,4537,19128
78933,8720,5063,6110,5999,5857,2829,10793,1520,32037
27335,1842,2185,725,2752,1810,1685,3993,1096,11244
50095,7228,3839,1723,3937,3644,3200,6854,1017,18648
84930,10666,9976,6329,6938,12521,6447,15295,4702,12052
32197,6311,2109,2307,4348,4119,1645,5403,759,5191
27010,2503,1367,715,2236,1670,750,3467,841,13457
29123,5064,3399,2622,4451,3488,1612,4646,1027,2810
92923,8025,8945,10282,10403,11726,7174,18772,5392,12200
7890,1493,590,407,962,1274,475,1374,454,856
98305,9774,12273,5096,9117,8207,11146,19970,3310,19409
13026,1174,1473,713,1861,1456,1342,2557,561,1883
69925,7898,8593,4251,7707,6162,2510,11699,1946,19156
73842,6749,5526,3074,7154,11279,4177,14300,2070,19509
38665,2492,1390,1772,3144,4331,1152,5653,1107,17618
14277,1733,1329,1058,2618,2497,857,2545,701,937
47239,4600,2621,4254,5379,4996,4484,10939,803,9161
52664,6210,3517,2086,5888,6217,3158,6875,1936,16773
53008,4644,2328,3586,4990,3881,1716,12970,1811,17077
19683,2138,1973,1274,2519,2028,849,2726,934,5236
5670,656,394,241,251,531,207,822,200,2364
94211,12804,5035,9984,12898,14642,7570,18575,5328,7369
22889,2411,800,1163,2306,1495,1055,3180,932,9544
60612,9150,3950,4364,6915,6464,1773,8546,2920,16525
49535,5171,6727,3020,5260,5847,4117,11248,2683,5458
83542,7462,3365,4308,6509,4741,2559,13149,3970,37474
59319,7682,1682,2968,5508,5905,2899,9632,2743,20296
97067,18476,8502,9606,9505,8183,4811,24128,1856,11997
26639,4571,3190,1461,4124,2421,1336,6513,1282,1735
69712,7952,5355,3961,9691,11294,4869,15040,1801,7912
21633,2865,1645,1136,1560,1973,612,4068,763,7008
39660,4151,5928,2227,3576,3313,2413,10366,2500,5182
73975,10061,4161,6719,6245,5938,8063,16218,5354,11214
37172,4204,3041,3535,5410,5579,1938,9453,1728,2279
64197,6185,1910,4722,5662,3828,3167,12788,1838,24094
63847,8500,2668,2408,6075,6179,3359,7111,1069,26475
16577,2339,570,602,1399,2182,608,1831,269,6773
82299,16002,7254,6958,7905,11596,6178,13703,3860,8839
25176,1157,1920,1205,1857,1341,1500,3739,960,11492
49386,5495,3523,2998,3465,4103,1497,8828,2064,17409
68972,6464,2159,3216,5846,5016,3686,8933,2343,31305
94791,9820,2911,5722,12891,11145,7126,16948,4411,23813
46003,7493,3448,1586,6050,4953,3515,6666,944,11345
24996,3633,959,1770,2459,1443,958,3203,493,10074
91598,15227,6783,3876,12992,8125,6584,25793,3789,8425
40931,2703,3041,1250,5822,3744,2683,9198,847,11640
40710,4227,3403,2329,3316,3775,1100,4558,641,17357
39693,5323,1173,1976,3691,3538,1992,4404,780,16813
40740,3161,2701,2154,3494,1917,2408,4944,391,19565
82241,11170,2174,3683,8606,9162,5995,8751,2742,29954
98583,12405,11020,3898,14953,14550,5936,17728,3945,14146
81502,13051,8094,5067,12233,14213,4809,16835,2377,4818
22374,3044,2277,1468,2768,2156,1021,3284,406,5945
81674,10624,5850,3272,9982,7824,2946,15663,2546,22964
86471,14782,5500,6350,8578,8598,4975,20368,3643,13672
50913,4806,2826,4234,6931,6817,4201,12492,3201,5402
71025,6629,2730,4148,5001,9253,5270,13951,1752,22287
49516,4979,2692,2844,4785,4311,2895,7045,456,19505
92796,5248,7101,5250,5561,5570,3315,11580,3056,46112
31069,3067,2023,2191,2553,3107,1704,3647,617,12155
61233,2985,4617,3332,6331,4328,3635,9387,1685,24930
89811,6354,4697,3989,9693,11160,6930,13384,4196,29404
64049,7166,3562,2982,4446,3290,4169,6114,697,31618
44178,6336,2506,3074,3398,2683,2451,8000,795,14931
37821,2549,1375,1471,5048,2387,2915,4965,576,16532
56727,3811,2947,3244,2963,3413,2472,9881,1013,26979
65935,3630,4989,3176,3050,3201,4251,11723,1025,30886
21999,2980,1743,951,3207,1767,2038,3711,723,4875
67522,7198,8480,6077,11046,8387,4148,11835,4581,5766
43712,6496,5676,1964,7300,3984,4954,6959,810,5566
69551,12089,4827,2522,10289,10808,3642,18770,1270,5331
45172,7314,5242,4294,7092,3340,4352,7120,2013,4401
38722,4059,2622,2574,6198,6143,2900,7466,1602,5153
15625,2318,872,1030,2135,2277,1152,2087,571,3179
72165,13097,3823,3577,6184,6020,2794,12598,2810,21259
81509,7719,3642,4749,7720,5042,2575,16264,3614,30179
11859,1401,1357,565,1659,978,1241,2378,558,1718
46609,4678,3997,2719,3949,4013,1827,7753,1234,16435
48307,3868,2194,3433,3213,4932,3488,8763,688,17724
26839,3357,915,1976,2746,2147,1755,4424,1428,8088
32216,3591,1308,817,3140,1948,1487,4684,527,14710
57953,7290,5649,4019,6185,6829,4503,14281,3402,5792
89481,14284,6374,7924,12131,8831,3568,21714,3046,11606
65593,8397,4824,2289,7013,8753,3325,12333,2723,15932
77075,6443,9668,3585,9364,9414,6621,20359,3369,8248
54522,4647,3783,4477,6283,4520,4650,7896,1642,16620
9886,1472,1056,685,694,643,641,2061,364,2266
12485,2395,787,789,1513,1620,626,2006,523,2223
36455,6087,4676,1449,5226,3541,3530,6414,917,4611
21767,3883,1098,1388,2921,1752,1561,4147,640,4373
33453,3648,1507,2024,3477,3199,2265,5096,514,10824
81280,7243,7877,4933,5657,7081,6206,15439,1718,25123
58442,7342,6449,3901,9133,8048,4577,9819,1945,7225
56877,4484,6932,4313,5642,5095,4885,15533,3947,6041
17226,3122,1209,1462,1286,2501,1331,4502,740,1068
98405,20000,12776,8589,11237,9819,4573,20813,5124,5470
27588,3114,798,1351,2480,2037,1226,3409,868,12301
83976,14297,3695,4735,14993,13431,5305,14942,6672,5902
36709,2770,1655,1561,4307,3162,1863,6351,1122,13914
52788,3736,4541,1529,3438,5337,1674,7387,1789,23353
93031,13511,11802,7441,11264,11602,5722,19489,3440,8756
42019,4825,2386,3039,3957,5055,2705,8250,1448,10350
49948,3799,1773,2290,4446,3387,1815,6692,1616,24126
70133,10957,2249,2500,5161,5665,4483,8204,1078,29831
71458,11095,4122,3148,6615,5917,4087,14759,2392,19319
32526,2261,2233,1059,3027,1997,1577,6572,1009,12787
78493,4851,5878,2620,8293,7786,3822,10763,1116,33361
57198,9204,5747,3864,5326,5453,5139,8793,1850,11817
48395,2868,3770,1658,4815,4787,1533,5879,1232,21848
29031,4541,1144,1237,3105,2314,1620,6203,1266,7597
80542,12117,5576,3589,7900,9961,3899,11947,2392,23156
42701,2801,2346,2219,2738,4036,1633,4466,1114,21344
30939,2605,2004,1407,1367,3068,1842,4309,1047,13287
54145,6123,4200,4536,6889,4171,4344,10540,1817,11521
25324,4220,2872,1049,3325,3808,1342,5856,1463,1384
27867,1690,2245,2141,1665,3750,1004,5767,356,9245
5203,660,132,255,445,578,217,908,96,1908
21544,2568,747,853,2421,2540,1417,3268,341,7386
20899,1970,1297,615,1244,1843,432,2845,503,10147
34063,1797,2813,1591,2948,3393,2226,3749,611,14931
95880,13136,4251,5589,8979,13203,6868,15072,4618,24159
8748,1538,415,411,1041,1273,398,2324,660,684
71629,8184,5398,5294,6852,7131,4480,13918,1442,18926
85764,11196,6328,2705,5437,8027,3476,13674,4028,30888
25884,3007,1001,1400,2364,3552,964,4217,1004,8372
30183,4798,2140,1560,4265,2044,1564,4360,630,8818
86570,8903,5825,6151,6325,13419,4285,14270,4795,22592
76246,11715,8508,6223,5593,6323,5941,16825,1222,13891
24259,2331,1422,2555,3718,2645,2131,3920,1292,4240
40959,6336,3860,1254,2890,2704,3572,6927,2144,11267
38457,7068,3133,2191,3452,3747,2537,9267,2356,4702
90679,11177,3459,8810,11250,16625,3939,15351,1629,18435
7103,1019,631,409,1195,789,429,1116,123,1390
70901,8623,2416,4277,4746,7461,4982,12601,3514,22277
49535,4365,5607,5621,8983,4449,3378,10032,3133,3963
21103,1780,1206,1026,1860,2134,855,2571,733,8933
95012,9455,2832,3357,11023,12314,5009,17860,4362,28795
83278,11550,3395,5650,8775,6646,3094,11606,3255,29303
17391,2278,1377,1213,865,1260,473,2978,571,6371
33901,5211,1982,2630,2491,3576,1476,8545,1844,6141
86159,11725,6335,4661,7620,8125,4381,19611,1153,22544
72914,7784,3054,4569,3504,4376,2351,9752,2499,35021
55357,4000,4347,3392,5731,5743,2477,6258,1538,21866
91908,6307,4548,5003,6521,7725,3883,9997,3227,44694
43437,4543,3328,1965,3731,3022,2306,5735,2046,16758
40503,7627,1657,3419,5776,6556,1550,7646,1041,5225
98459,19012,4352,8963,19147,7946,9061,15734,6458,7782
80403,9950,4207,3217,11516,7843,4186,9990,4570,24920
46258,6663,2527,2715,5741,4862,3613,9290,1083,9761
38724,4754,4180,3405,4273,2883,2799,7286,2403,6736
69286,8072,4440,4578,3604,4072,1917,11772,2194,28632
79842,10601,6181,7931,6679,8074,2964,17229,3003,17177
